Date,Time,Location,Sub-location,Source,Notes,Longitude,Latitude,Postal,Area
8/26/2020,2300h - 0000h,Changi Airport Terminal 3 (65 Airport Boulevard),Mr Teh Tarik Express,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.9869789,1.356681859,NIL,Changi Airport
8/25/2020,0905h - 1020h,Geylang Serai Malay Market and Food Centre (1 Geylang Serai),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8982279,1.316736349,402001,Geylang
8/25/2020,1140h - 1600h,Lucky Plaza (304 Orchard Road),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8340052,1.30446379,NIL,Orchard
8/25/2020,1230h - 1400h,Waterway Point (83 Punggol Central),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.9021627,1.406412835,NIL,Punggol
8/25/2020,1235h - 1330h,Nanyang Technological University School of Biological Sciences (60 Nanyang Drive),Quad Cafe,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.6792673,1.344358646,637551,Jurong West
8/25/2020,1430h - 1530h,Lucky Plaza (304 Orchard Road),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8340052,1.30446379,NIL,Orchard
8/25/2020,1435h - 1930h,NEX (23 Serangoon Central),Din Tai Fung,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8718616,1.350675521,556083,Toa Payoh
8/25/2020,1800h - 1955h,Raffles Holland V Mall (118 Holland Avenue),Hoshino Coffee,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.7961052,1.310529779,278997,Bukit Timah
8/25/2020,1930h - 2135h,E!Hub @ Downtown East (1 Pasir Ris Close),Swensen’s,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.9550133,1.379184451,519599,Pasir Ris
8/25/2020,1935h - 2100h,Paya Lebar Square (60 Paya Lebar Road),Ramen Keisuke Tonkotsu King,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8925506,1.318675756,409051,Paya Lebar
8/24/2020,0930h - 1030h,ICA Building (10 Kallang Road),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8625939,1.30659564,208718,Serangoon
8/24/2020,1545h - 1705h,VivoCity (1 HarbourFront Walk),HANS IM GLÜCK,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8223825,1.264277273,NIL,Bukit Merah
8/24/2020,1550h - 1625h,FairPrice Geylang Lorong (612/620 Geylang Lorong 38),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8731442,1.317965771,389007,Kallang
8/24/2020,1600h - 1640h,Lucky Plaza (304 Orchard Road),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8340052,1.30446379,NIL,Orchard
8/24/2020,1600h - 1800h,Gardens by the Bay (18 Marina Gardens Drive),Flower Dome,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8615857,1.281758209,18953,Marina South
8/24/2020,1700h - 1730h,White Sands (1 Pasir Ris Central Street 3),McDonald’s,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.9497492,1.372398981,518457,Pasir Ris
8/24/2020,1800h - 1830h,Gardens by the Bay (18 Marina Gardens Drive),McDonald’s,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8615857,1.281758209,18953,Marina South
8/24/2020,1820h - 2020h,AMK Hub (53 Ang Mo Kio Avenue 3),Eighteen Chefs,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8484679,1.369223214,569933,Ang Mo Kio
8/24/2020,1825h - 1930h,VivoCity (1 HarbourFront Walk),Marché Mövenpick,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8223825,1.264277273,NIL,Bukit Merah
8/24/2020,1940h - 2140h,Mustafa Centre (145 Syed Alwi Road),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8550021,1.310534931,207704,Serangoon
8/24/2020,2010h - 2210h,Jewel Changi Airport (78 Airport Boulevard),Tiger Street Lab,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.9896703,1.360331745,819666,Changi Airport
8/23/2020,0850h - 0930h,Lucky Plaza (304 Orchard Road),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8340052,1.30446379,NIL,Orchard
8/23/2020,1015h - 1100h,Old Airport Road Food Centre & Shopping Mall (51 Old Airport Road),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8858333,1.308251577,390051,Paya Lebar
8/23/2020,1055h - 1140h,Eco-Shop@Bedok (206 Bedok North Street 1),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.9308829,1.32649093,460206,Bedok
8/23/2020,1200h - 1300h,Block 4A Jalan Batu Hawker Centre (4A Jalan Batu),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8839799,1.302354225,432004,Paya Lebar
8/23/2020,1315h - 1415h,Pasir Ris Sports Complex (120 Pasir Ris Central Street 3),McDonald’s,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.9519528,1.374438445,519640,Pasir Ris
8/23/2020,1430h - 1530h,Lucky Plaza (304 Orchard Road),"Kabayan Remittance Pte Ltd, Metrobox Services Pte Ltd",https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8340052,1.30446379,NIL,Orchard
8/23/2020,1515h - 1550h,Hanshan Money Express (1 Park Road),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8425848,1.284128626,NIL,Outram
8/23/2020,1635h - 1710h,Fly Salon (6 Eunos Crescent),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.904252,1.321073182,400006,Geylang
8/23/2020,1725h - 1825h,Wisma Atria (435 Orchard Road),TAG Heuer,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.833201,1.30370452,238877,Orchard
8/23/2020,1725h - 1825h,Compass One (1 Sengkang Square),Ya Kun Family Cafe,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.89498,1.392094156,545078,Sengkang
8/23/2020,1920h - 2030h,S-11 AMK 530 Food House (530 Ang Mo Kio Avenue 10),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8552733,1.372732438,560530,Ang Mo Kio
8/22/2020,1115h - 1445h,Ngee Ann City (391A Orchard Road),"Papilla Haircare, BEST DENKI",https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8348726,1.302407693,NIL,Orchard
8/22/2020,1200h - 1300h,Block 4A Jalan Batu Hawker Centre (4A Jalan Batu),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8839799,1.302354225,432004,Paya Lebar
8/22/2020,1300h - 1500h,The Heeren (260 Orchard Road),Robinsons The Heeren,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8373565,1.302669597,NIL,Orchard
8/22/2020,1315h - 1405h,Far East Shopping Centre (545 Orchard Road),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.829985,1.305506286,238882,Orchard
8/22/2020,1400h - 1450h,Paragon (290 Orchard Road),"MUJI, Toys“R”Us, iStudio",https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8352666,1.303710847,238859,Orchard
8/22/2020,1415h - 1445h,Far East Plaza (14 Scotts Road),ABC Restaurant Pte Ltd,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8336649,1.307246751,228213,Orchard
8/22/2020,1430h - 1530h,Westgate (3 Gateway Drive),Bank of China,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.7427221,1.334294789,NIL,Jurong East
8/22/2020,1500h - 1545h,Our Tampines Hub (1 Tampines Walk),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.9401486,1.35320986,528523,Tampines
8/22/2020,1600h - 1710h,Wisma Atria (435 Orchard Road),TAG Heuer,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.833201,1.30370452,238877,Orchard
8/22/2020,1710h - 1915h,Skyline Luge Sentosa (1 Imbiah Road),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8174339,1.254591793,NIL,Bukit Merah
8/22/2020,1720h - 1830h,Ngee Ann City (391A Orchard Road),Takashimaya Department Store,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8348726,1.302407693,NIL,Orchard
8/22/2020,1815h - 1955h,Jurong Point (1 Jurong West Central 2),FairPrice Xtra,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.706685,1.339452004,NIL,Boon Lay
8/22/2020,1840h - 1940h,Wisma Atria (435 Orchard Road),Food Republic @ Wisma Atria,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.833201,1.30370452,238877,Orchard
8/22/2020,1920h - 2200h,VivoCity (1 HarbourFront Walk),"Food Republic @ VivoCity, FairPrice Xtra",https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8223825,1.264277273,NIL,Bukit Merah
8/22/2020,2240h - 0045h,Don Dae Bak Restaurant (35 Kreta Ayer Road),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8421126,1.280742676,89000,Outram
8/21/2020,1200h - 1300h,Block 4A Jalan Batu Hawker Centre (4A Jalan Batu),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8839799,1.302354225,432004,Paya Lebar
8/21/2020,1250h - 1400h,VivoCity (1 HarbourFront Walk),Food Republic @ VivoCity,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8223825,1.264277273,NIL,Bukit Merah
8/21/2020,1410h - 1505h,Geylang Serai Malay Market and Food Centre (1 Geylang Serai),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8982279,1.316736349,402001,Geylang
8/21/2020,1410h - 1800h,Universal Studios Singapore (8 Sentosa Gateway),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8203102,1.256755423,98269,Bukit Merah
8/21/2020,1500h - 1600h,Joo Chiat Complex (2 Joo Chiat Road),FairPrice,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8989922,1.315521869,420002,Geylang
8/21/2020,1650h - 1750h,The Centrepoint (176 Orchard Road),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8400341,1.301450455,NIL,River Valley
8/21/2020,1800h - 2000h,Westgate (3 Gateway Drive),Beauty in The Pot,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.7427221,1.334294789,NIL,Jurong East
8/21/2020,2010h - 2145h,Orchard Central (181 Orchard Road),Da Long Yi Hot Pot,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8396924,1.300723504,238896,River Valley
8/20/2020,1200h - 1300h,Block 4A Jalan Batu Hawker Centre (4A Jalan Batu),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8839799,1.302354225,432004,Paya Lebar
8/20/2020,1215h - 1300h,Baby Expo Warehouse Sales (1 Jalan Wangi),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8741824,1.329930985,349350,Kallang
8/19/2020,0745h - 0905,Elias Mall (623 Elias Road),"623 F&B Pte Ltd, Sheng Siong Supermarket",https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.9423141,1.377865197,510623,Pasir Ris
8/19/2020,1200h - 1300h,Koufu (2 Ang Mo Kio Drive),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8564135,1.377509461,567720,Ang Mo Kio
8/19/2020,1200h - 1300h,Block 4A Jalan Batu Hawker Centre (4A Jalan Batu),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8839799,1.302354225,432004,Paya Lebar
8/18/2020,1200h - 1235h,Geylang Serai Malay Market and Food Centre (1 Geylang Serai),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8982279,1.316736349,402001,Geylang
8/18/2020,1200h - 1300h,Block 4A Jalan Batu Hawker Centre (4A Jalan Batu),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8839799,1.302354225,432004,Paya Lebar
8/18/2020,1325h - 1400h,Joo Chiat Complex (1 Joo Chiat Road),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8983976,1.315938021,420001,Geylang
8/18/2020,1630h - 1720h,Bugis Junction (200 Victoria Street),Swensen’s,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.855328,1.299067982,NIL,Rochor
8/17/2020,1100h - 1315h,Singapore Changi Airport (Airport Boulevard),PappaMia Singapore,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.9889552,1.358197849,NIL,Changi Airport
8/17/2020,1645h - 2300h,Georges by the Bay (500 New Punggol Road),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.9120024,1.420889718,828617,Punggol
8/17/2020,1800h - 1840h,Teng Sheng (2 Ang Mo Kio Drive),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8564135,1.377509461,567720,Ang Mo Kio
8/16/2020,1200h - 1300h,Block 4A Jalan Batu Hawker Centre (4A Jalan Batu),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8839799,1.302354225,432004,Paya Lebar
8/16/2020,1700h - 1800h,Trivex (8 Burn Road),Zero1 Pte Ltd,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8854922,1.335876435,369977,Kallang
8/16/2020,1730h - 1800h,West Mall (1 Bukit Batok Central Link),Cold Storage,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.749022,1.350189166,658713,Bukit Batok
8/16/2020,1900h - 2100h,Kuan Kuan Gan Guo (38 Mosque Street),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8450469,1.283809555,59516,Singapore River
8/15/2020,1100h - 1130h,All India Supermart Pte Ltd (41 Norris Road),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8542661,1.308080061,208282,Serangoon
8/15/2020,1200h - 1300h,Block 4A Jalan Batu Hawker Centre (4A Jalan Batu),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8839799,1.302354225,432004,Paya Lebar
8/15/2020,1400h - 1700h,Serangoon Gardens Country Club (22 Kensington Park Road),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8668736,1.365734328,557271,Seletar
8/15/2020,1715h - 1800h,Harry’s Tai Seng (18 Tai Seng Street),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8887627,1.336538681,539775,Kallang
8/15/2020,1730h - 1830h,McDonald’s Bukit Batok (632 Bukit Batok Central),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.7505387,1.349412183,650632,Bukit Batok
8/14/2020,1435h - 1540h,Arthesdam Jewellery Pte Ltd (95 Serangoon Road),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8519158,1.30699745,218000,Rochor
8/14/2020,1540h - 1715h,The Countryside Café (71 Dunlop Street),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8533338,1.304994483,209399,Rochor
8/13/2020,1100h - 1220h,Jurong West 505 Market & Food Centre (505 Jurong West Street 52),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.7184475,1.349642302,640505,Boon Lay
8/12/2020,1400h - 1430h,Hillion Mall (17 Petir Road),FairPrice Finest,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.7630229,1.378498681,678278,Bukit Panjang
8/12/2020,1655h - 1735h,JEM (50 Jurong Gateway Road),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.7432622,1.33255233,NIL,Jurong East
8/12/2020,2000h - 2030h,Hillion Mall (17 Petir Road),FairPrice Finest,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.7630229,1.378498681,678278,Bukit Panjang
8/11/2020,1000h - 1100h,Yuhua Market & Hawker Centre (347 Jurong East Avenue 1),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.7317039,1.345416481,600347,Jurong East
8/9/2020,2200h - 0100h,888 Plaza (888 Woodlands Drive 50),Wan Shun Foodcourt,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.7953161,1.437118561,730888,Sembawang
8/8/2020,0900h - 1000h,Bukit Timah Market & Food Centre (51 Upper Bukit Timah Road),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.7760889,1.339609749,588215,Bukit Batok
8/8/2020,1300h - 1530h,111 Somerset (111 Somerset Road),"Family First Chiropractic Clinic, Hvala, FairPrice Finest",https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8373625,1.300192723,238164,River Valley
8/8/2020,1600h - 1645h,Bukit Panjang Plaza (1 Jelebu Road),FairPrice Finest,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.7639939,1.380542456,NIL,Bukit Panjang
8/8/2020,2020h - 2130h,Guoco Tower (7 Wallich Street),SBCD Korean Tofu House,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8454604,1.276799345,78884,Marina East
8/7/2020,1515h - 1615h,Kallang Wave Mall (1 Stadium Place),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8727507,1.303843272,397628,Serangoon
8/7/2020,1730h - 1930h,Bugis Junction (200 Victoria Street), Seoul Garden,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.855328,1.299067982,NIL,Rochor
8/7/2020,1800h - 2000h,Northpoint City (930 Yishun Avenue 2),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8361072,1.429244143,769098,Yishun
8/7/2020,2230h - 0030h,Newton Food Centre (500 Clemenceau Avenue North),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8394125,1.312185867,229495,Newton
8/6/2020,1830h - 2040h,Bukit Panjang Plaza (1 Jelebu Road),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.7639939,1.380542456,NIL,Bukit Panjang
8/4/2020,0900h - 1030h,Bukit Batok ActiveSG Gym (2 Bukit Batok Street 22),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.7479542,1.3443316,659581,Bukit Batok
8/4/2020,1300h - 1700h,Warren Golf & Country Club (81 Choa Chu Kang Way),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.7369681,1.383369651,688263,Choa Chu Kang
8/4/2020,2015h - 2100h,Bukit Panjang Plaza (1 Jelebu Road),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.7639939,1.380542456,NIL,Bukit Panjang
8/3/2020,1430h - 1500h,Sheng Siong Supermarket (61 Teban Gardens Road),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.7384128,1.32237497,600061,Jurong East
8/3/2020,1800h - 1830h,Food Paradise (21 Bukit Batok Central),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.7475144,1.350190808,659959,Bukit Batok
8/2/2020,1400h - 1530h,Tang Tea House (414 Jurong West Street 42),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.7260349,1.352819988,640414,Tengah
8/2/2020,2140h - 2210h,Sheng Siong Supermarket (200 Woodlands Industrial Park E7),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.7970504,1.450895656,757177,Sembawang
7/31/2020,1150h - 1245h,West Mall (1 Bukit Batok Central Link),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.749022,1.350189166,658713,Bukit Batok
7/31/2020,1620h - 1720h,Evolution Hub (492 Jurong West Street 41),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.7246718,1.350110346,640492,Tengah
7/31/2020,1900h - 2100h,Holy Tree Sri Balasubramaniar Temple (10 Yishun Industrial Park A),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.831826,1.441658707,768772,Simpang
7/31/2020,1945h - 2035h,West Mall (1 Bukit Batok Central Link),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.749022,1.350189166,658713,Bukit Batok
7/30/2020,1820h - 1920h,"The Heart, Marina One Show Gallery (5 Straits View)",Standing Sushi Bar,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8529353,1.277526289,18935,Marina East
7/30/2020,1940h - 2025h,FairPrice Hub (1 Joo Koon Circle),Decathlon,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.6782793,1.327161861,629117,Pioneer
7/29/2020,1900h - 2040h,Wisma Atria (435 Orchard Road),Omakase Burger,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.833201,1.30370452,238877,Orchard
7/28/2020,1115h - 1215h,IKEA Alexandra (317 Alexandra Road),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8060348,1.287966195,159965,Queenstown
7/28/2020,1200h - 1300h,NG AH SIO Bak Kut Teh (208 Rangoon Road),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8529261,1.3176532,218453,Serangoon
7/28/2020,1200h - 1315h,Gek Poh Shopping Centre (762 Jurong West Street 75),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.6977396,1.348741647,640762,Jurong West
7/27/2020,1335h - 1435h,Bukit Panjang Integrated Transport Hub (15 Petir Road),Mr Teh Tarik deli,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.7631502,1.378389221,678270,Bukit Panjang
7/26/2020,1250h - 1540h,Bugis Junction (200 Victoria Street),"adidas, KFC",https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.855328,1.299067982,NIL,Rochor
7/26/2020,1430h - 1530h,Sunshine Place (475 Choa Chu Kang Avenue 3),Giant,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.7389318,1.378056148,680475,Choa Chu Kang
7/25/2020,1230h - 1400h,Ananas Cafe (10 Choa Chu Kang Avenue 4),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.7441391,1.385672721,689810,Choa Chu Kang
7/25/2020,1255h - 1430h,myCK (478 Tampines Street 44),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.9531259,1.361318946,520478,Tampines
7/25/2020,1335h - 1430h,Bukit Panjang Integrated Transport Hub (15 Petir Road),Mr Teh Tarik deli,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.7631502,1.378389221,678270,Bukit Panjang
7/25/2020,1600h - 1735h,myCK (478 Tampines Street 44),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.9531259,1.361318946,520478,Tampines
7/25/2020,1800h - 2000h,CT Hub (2 Kallang Avenue),Botanict,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.862855,1.312135661,339407,Serangoon
7/25/2020,2230h - 0030h,Al-Sahira Restaurant (200 Jalan Sultan),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8614129,1.303624362,199018,Rochor
7/24/2020,1930h - 2200h,Northpoint City (930 Yishun Avenue 2),Din Tai Fung,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8361072,1.429244143,769098,Yishun
7/23/2020,1730h - 2030h,Ramada by Wyndham Singapore at Zhongshan Park (16 Ah Hood Road),NaN,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.8463405,1.326871878,NIL,Novena
7/22/2020,1145h - 1220h,Hillion Mall (17 Petir Road),Watsons,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,NaN,103.7630229,1.378498681,678278,Bukit Panjang
